	NO PARSCIT CITATIONS
Effect of Driver Fatigue on Truck Accident Rates	0.9166666666666666
Fatigue, Circadian Rhythm and Truck Accidents	0.8888888888888888
Performing While Sleepy: Effects of Experimentally Induced Sleepiness	0.927536231884058
Owner Operator Independent Drivers Association., Inc. v. FMCSA	0.9032258064516129
Public Citizen et al v. FMCSA	0.896551724137931
2007 Economic Census: Tables 2.1 to 2.11	0.9
2007 Economic Census: Transportation: 2007 Commodity Flow Survey	0.90625
2007 Nonemployer Statistics 	0.9285714285714286
A Case Control Study of Heavy Vehicle Drivers’ Working Time and Safety	0.9285714285714286
American Time Use Survey, Census Code 9130, Drivers/Sales Workers and Truck Drivers	0.927710843373494
Analysis of Fatigue-Related Large Truck Crashes, the Assignment of Critical Reason, and Other Variables Using the Large Truck Crash Causation Study	0.9455782312925171
Commercial Motor Vehicle Driver Fatigue and Alertness Study and Countermeasures Survey	0.9302325581395349
Effects of Operating Practices on Commercial Driver Alertness	0.9016393442622951
Environmental Assessment for Hours of Service (HOS) Rule	0.9464285714285714
Estimates and the Prevalence and Risk of Fatigue in Fatal Accidents Involving Medium and Heavy Trucks	0.9405940594059405
Evidence of Fatigue and the Circadian Rhythm in the Accident Experience 	0.9444444444444444
Hours of Service of Drivers; Drivers Rest and Sleep for Safe Operations; Final Rule 	0.9404761904761905
Large Truck Crash Causation Study in the United States	0.9074074074074074
Regulatory Evaluation of the Fees for the Unified Carrier Registration Plan	0.96
Regulatory Impact Analysis for Hours of Service Options	0.9272727272727272
Social Security Administration, Actuarial Tables	0.9166666666666666
Table H2. Households, by Type, Age of Members, Region of Residence, and Age of Householde: 2010	0.9473684210526315
Treatment of the Economic Value of a Statistical Life in Departmental Analyses - 2009 Annual Revision	0.9603960396039604
Unit Cost of Medium/Heavy Truck Crashes	0.9230769230769231
Comparing GES and LTCCS Preliminary LTCCS File	0.9130434782608695
Effect of Driver Hours of Service on Tractor-Trailer Crash Involvement 	0.9154929577464789
Effects of Sleep Schedules on Commercial Motor Vehicles Driver Performance	0.9459459459459459
Factors Affecting Motor Carrier Crash Risk: Final Report	0.9285714285714286
Fatigue Avoidance Scheduling Tool: Phase I SBIR Final Report	0.9
Private Fleet Directory 2007-2008	0.9393939393939394
Safety Implications of multi-Day Driving Schedules for Truck Driving: Comparison of Field Experience and Crash Data Analysis	0.9516129032258065
Trucks Involved in Fatal Accidents Factbook 2005	0.9375
University of Michigan Trucking Industry Program Driver Surveys	0.9365079365079365
Regulatory Impact Analysis and Small Business Analysis for Hours of Service Options	0.927710843373494
Time of Day Models of Motor Carrier Accident Risk	0.9183673469387755
Catastrophes, Sleep, and Public Policy: Consensus Report	0.9285714285714286
Prevalence of Obesity, Diabetes, and Obesity-Related Health Risk Factors, 2001	0.9487179487179487
The Association Between Job Related Factors, Short Sleep and Obesity	0.9264705882352942
Rotating Shift Work, Sleep and Accidents Related to Sleepiness in Hospital Nurses	0.9259259259259259
Effects of Irregular Schedules and Physical Work on Commercial Driver Fatigue and Performance	0.956989247311828
Sleep Duration and Mortality in Japan: The Jichi Medical School Cohort Study	0.9473684210526315
Sleepiness as a Consequence of Shift Work	0.926829268292683
Sleep Loss and Performance: No “Safe” Duration of a Monotonous Task	0.9402985074626866
Manifest sleepiness and the spectral content of the EEG during shift work	0.9726027397260274
Circadian Rhythms in the Secretion of Cortisol, Adrenaline and Nonadrenaline	0.9210526315789473
Self-Reported Sleep Duration as a Predictor of All-Cause Mortality: Results from the JACC Study, Japan	0.9411764705882353
The Impact of Work Practices on Fatigue in Long Distance Truck Drivers	0.9428571428571428
Commercial Drivers’ Health: A Naturalistic Study of Body Mass Index, Fatigue, and Involvement in Safety-Critical Events	0.9411764705882353
Sitting Time and Mortality from All Causes, Cardiovascular Disease, and Cancer	0.9358974358974359
Multiday Driving Patterns and Motor Carrier Accident Risk: A Disaggregate Analysis 	0.927710843373494
Modeling the Impact of the Components of Long Work Hours on Injuries and “Accidents”	0.9404761904761905
A Prospective Study of Change in Sleep Duration: Associations with Mortality in the Whitehall 11 Cohort	0.9514563106796117
The Impact of Overweight and Obesity on the Direct Medical Costs of Truck Drivers	0.9382716049382716
Modeling the Safety of Truck Driver Service Hours Using Time-Dependent Logistic Regression	0.9444444444444444
Sleep and the Epidemic of Obesity in Children and Adults	0.9285714285714286
Valuing International Safety Externalities: Does the Golden Rule Apply?	0.9436619718309859
Sleep Duration and All-cause Mortality: A Systematic Review and Meta-Analysis of Prospective Studies	0.94
Evaluating the 2003 Revised Hours-of-Service Regulations for Truck Drivers: The Impact of Time on Task on Critical Incident Risk	0.9296875
The Sleep of Commercial Vehicle Drivers Under the 2003 Hours-of-Service Regulations	0.9518072289156626
We are Chronically Sleep Deprived	0.9090909090909091
