"Journal Data Filtered By:  Selected JCR Year: 2010 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,
Rank,Full Journal Title,Issn,Total Cites,Journal Impact Factor,5-Year Impact Factor,Citable Items,,Eigenfactor Score
1479,Advances in Ecological Research,0065-2504,"1,584",3.077,3.000,13,,0.000940
1479,FISHERIES,0363-2415,"1,381",3.077,2.731,24,,0.002800
1479,TOBACCO CONTROL,0964-4563,"3,632",3.077,4.378,101,,0.011410
1479,TOBACCO CONTROL,0964-4563,"3,632",3.077,4.378,101,,0.011410
1483,Environmental Microbiology Reports,1758-2229,252,3.076,3.091,98,,0.001450
1484,EVOLUTION & DEVELOPMENT,1520-541X,"1,693",3.075,3.292,54,,0.007790
1484,MEDICAL PHYSICS,0094-2405,"15,886",3.075,3.267,593,,0.035040
1484,SYSTEMATIC AND APPLIED MICROBIOLOGY,0723-2020,"3,280",3.075,2.935,62,,0.006470
1487,CHEMICAL ENGINEERING JOURNAL,1385-8947,"9,963",3.074,3.171,805,,0.030820
1487,USER MODELING AND USER-ADAPTED INTERACTION,0924-1868,552,3.074,2.580,12,,0.000510
1489,BRITISH JOURNAL OF NUTRITION,0007-1145,"14,058",3.072,3.302,456,,0.030120
1490,CELL MOTILITY AND THE CYTOSKELETON,0886-1544,"3,031",3.071,2.882,0,,0.009470
1490,WORK AND STRESS,0267-8373,"1,356",3.071,4.271,19,,0.002780
1492,DIFFERENTIATION,0301-4681,"3,097",3.069,3.300,56,,0.008750
1493,JOURNAL OF COLLOID AND INTERFACE SCIENCE,0021-9797,"39,980",3.068,3.224,927,,0.079390
1493,LIVER TRANSPLANTATION,1527-6465,"7,880",3.068,3.595,168,,0.024270
1495,PHYSIOLOGIA PLANTARUM,0031-9317,"11,784",3.067,2.947,116,,0.013460
1496,DEPRESSION AND ANXIETY,1091-4269,"2,825",3.065,3.203,112,,0.008530
1496,DEPRESSION AND ANXIETY,1091-4269,"2,825",3.065,3.203,112,,0.008530
1498,NMR IN BIOMEDICINE,0952-3480,"3,935",3.064,3.668,123,,0.010250
1498,PEDIATRIC INFECTIOUS DISEASE JOURNAL,0891-3668,"10,359",3.064,3.271,277,,0.028910
1500,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,0306-5251,"8,100",3.063,3.096,160,,0.014770
1500,IEEE Transactions on Robotics,1552-3098,"7,520",3.063,3.683,98,,0.010740
1502,CURRENT DRUG TARGETS,1389-4501,"2,783",3.061,3.552,146,,0.011660
1503,BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,0003-0090,"2,423",3.057,6.889,16,,0.002850
1503,PHYSICS IN MEDICINE AND BIOLOGY,0031-9155,"16,673",3.057,3.129,536,,0.042260
1505,AMERICAN JOURNAL OF BOTANY,0002-9122,"13,713",3.052,3.452,237,,0.020550
1505,BOREAS,0300-9483,"1,743",3.052,2.962,57,,0.003620
1505,Sexual Development,1661-5425,319,3.052,3.052,43,,0.002020
1508,ECOTOXICOLOGY,0963-9292,"2,015",3.051,2.879,158,,0.006160
1509,Environmental Research Letters,1748-9326,888,3.049,3.413,83,,0.008120
1509,Public Health Genomics,1662-4246,199,3.049,3.098,61,,0.000690
1509,Public Health Genomics,1662-4246,199,3.049,3.098,61,,0.000690
1509,REPRODUCTION,1470-1626,"5,703",3.049,3.409,186,,0.016780
1513,CURRENT NEUROVASCULAR RESEARCH,1567-2026,628,3.047,3.187,32,,0.002390
1513,JOURNAL OF BIOMOLECULAR NMR,0925-2738,"4,953",3.047,1.931,79,,0.009770
1515,AMERICAN JOURNAL OF SCIENCE,0002-9599,"5,387",3.045,3.479,39,,0.005980
1515,Journal of Politeness Research-Language Behaviour Culture,1612-5681,235,3.045,Not Available,9,,0.001040
1515,PALEOBIOLOGY,0094-8373,"3,081",3.045,3.423,34,,0.005980
1518,FISH & SHELLFISH IMMUNOLOGY,1050-4648,"4,285",3.044,3.313,264,,0.009810
1518,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A,1549-3296,"11,035",3.044,3.624,612,,0.035690
1520,CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,0743-4863,"1,132",3.040,3.726,11,,0.001090
1520,JOURNAL OF EXPERIMENTAL BIOLOGY,0022-0949,"22,440",3.040,3.424,463,,0.047590
1522,JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY,1525-3961,"1,084",3.038,3.079,49,,0.004590
1522,SEMINARS IN HEMATOLOGY,0037-1963,"2,372",3.038,2.611,48,,0.004690
1524,AMERICAN JOURNAL OF INFECTION CONTROL,0196-6553,"4,050",3.036,3.077,163,,0.013250
1524,DIABETIC MEDICINE,0742-3071,"8,095",3.036,3.252,209,,0.022730
1526,AMERICAN JOURNAL OF MANAGED CARE,1088-0224,"2,474",3.033,2.836,157,,0.011590
1526,AMERICAN JOURNAL OF MANAGED CARE,1088-0224,"2,474",3.033,2.836,157,,0.011590
1526,DIABETES & METABOLISM,1262-3636,"2,463",3.033,2.616,101,,0.005980
1529,EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY,0031-6970,"5,409",3.032,2.600,143,,0.010160
1529,JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,1085-9489,852,3.032,3.459,41,,0.003320
1531,JOURNAL OF PHARMACEUTICAL SCIENCES,0022-3549,"15,724",3.031,3.269,408,,0.021680
1532,JOURNAL OF PHYSIOLOGY-PARIS,0928-4257,"1,542",3.030,2.720,38,,0.003370
1533,BMC BIOINFORMATICS,1471-2105,"12,654",3.029,3.787,690,,0.080480
1533,SEXUALLY TRANSMITTED INFECTIONS,1368-4973,"3,928",3.029,3.101,165,,0.014220
1535,ECONOMIC GEOGRAPHY,0013-0095,"1,255",3.028,3.195,20,,0.001710
1536,EMOTION,1528-3542,"2,540",3.027,4.397,97,,0.014070
1536,NEUROINFORMATICS,1539-2791,470,3.027,3.923,20,,0.001910
1538,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,0730-7268,"13,592",3.026,2.840,341,,0.027440
1539,Spine Journal,1529-9430,"2,714",3.024,Not Available,92,,0.012840
1539,TISSUE ANTIGENS,0001-2815,"4,212",3.024,2.659,123,,0.007500
1541,PROTEIN ENGINEERING DESIGN & SELECTION,1741-0126,"4,966",3.023,2.843,102,,0.007790
1542,ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,0003-9861,"20,859",3.022,2.850,267,,0.028870
1543,JOURNAL OF MATHEMATICAL BIOLOGY,0303-6812,"3,111",3.021,2.377,67,,0.007660
1544,RHEUMATIC DISEASE CLINICS OF NORTH AMERICA,0889-857X,"1,728",3.018,2.678,43,,0.004070
1545,CLIMATIC CHANGE,0165-0009,"7,121",3.016,4.433,201,,0.024180
1545,SIAM JOURNAL ON SCIENTIFIC COMPUTING,1064-8275,"6,314",3.016,2.271,176,,0.021960
1547,GEOSTANDARDS AND GEOANALYTICAL RESEARCH,1639-4488,577,3.015,2.660,31,,0.002240
1547,Genes and Nutrition,1555-8932,355,3.015,2.468,36,,0.001720
1547,NEUROTOXICITY RESEARCH,1029-8428,"1,407",3.015,3.107,73,,0.004560
1550,FOOD QUALITY AND PREFERENCE,0950-3293,"2,798",3.013,3.098,133,,0.004020
1551,TETRAHEDRON,0040-4020,"50,472",3.011,2.983,"1,179",,0.098260
1552,ANAESTHESIA,0003-2409,"6,365",3.008,2.645,162,,0.013100
1553,INVESTIGATIONAL NEW DRUGS,0167-6997,"1,908",3.007,2.868,111,,0.005040
1554,Advances in Applied Mechanics,0065-2156,923,3.000,5.091,3,,0.000550
1554,Advances in Carbohydrate Chemistry and Biochemistry,0065-2318,726,3.000,4.063,9,,0.000370
1554,Annual Review of Political Science,1094-2939,"1,019",3.000,3.645,25,,0.006290
1554,BEHAVIOR GENETICS,0001-8244,"3,167",3.000,3.123,69,,0.007980
1554,BEHAVIOR GENETICS,0001-8244,"3,167",3.000,3.123,69,,0.007980
1554,BMC IMMUNOLOGY,1471-2172,799,3.000,2.910,64,,0.004190
1554,CURRENT OPINION IN PSYCHIATRY,0951-7367,"1,805",3.000,3.378,81,,0.008720
1554,CURRENT OPINION IN PSYCHIATRY,0951-7367,"1,805",3.000,3.378,81,,0.008720
1554,GROWTH DEVELOPMENT AND AGING,1041-1232,520,3.000,2.529,0,,0.000280
1554,INFECTIOUS DISEASE CLINICS OF NORTH AMERICA,0891-5520,"1,777",3.000,2.721,53,,0.004270
1554,JOURNAL OF PERSONALITY,0022-3506,"4,549",3.000,3.559,66,,0.009220
1554,LASERS IN SURGERY AND MEDICINE,0196-8092,"4,634",3.000,3.709,114,,0.007790
1566,HUMAN PATHOLOGY,0046-8177,"10,733",2.998,3.149,217,,0.020840
1567,CATALYSIS TODAY,0920-5861,"20,108",2.993,3.477,488,,0.048060
1567,TECHNOVATION,0166-4972,"2,252",2.993,2.786,57,,0.004470
1567,TECHNOVATION,0166-4972,"2,252",2.993,2.786,57,,0.004470
1570,BIOCHEMISTRY AND CELL BIOLOGY-BIOCHIMIE ET BIOLOGIE CELLULAIRE,0829-8211,"2,846",2.992,2.995,91,,0.009270
1571,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,0095-0696,"3,089",2.989,3.029,40,,0.007480
1572,CEREBROVASCULAR DISEASES,1015-9770,"4,121",2.987,3.016,168,,0.015830
1573,EXPERIMENTAL AND MOLECULAR PATHOLOGY,0014-4800,"1,916",2.986,2.552,113,,0.005640
1573,JOURNAL OF SUPERCRITICAL FLUIDS,0896-8446,"4,650",2.986,3.112,229,,0.012020
1573,OLIGONUCLEOTIDES,1545-4576,512,2.986,2.430,35,,0.002950
1576,PLACENTA,0143-4004,"4,958",2.985,3.060,173,,0.012970
1577,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,0143-005X,"8,674",2.983,3.787,169,,0.024100
1577,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,0143-005X,"8,674",2.983,3.787,169,,0.024100
1579,BIOORGANIC & MEDICINAL CHEMISTRY,0968-0896,"20,042",2.978,3.108,889,,0.057380
1580,QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,0035-9009,"8,812",2.977,3.559,192,,0.027570
1581,Anatomical Sciences Education,1935-9772,305,2.976,2.988,45,,0.000320
1581,Expert Review of Anticancer Therapy,1473-7140,"1,961",2.976,2.374,153,,0.009880
1581,JOURNAL OF ORTHOPAEDIC RESEARCH,0736-0266,"10,687",2.976,3.379,240,,0.023050
1584,JOURNAL OF INTERNATIONAL MARKETING,1069-031X,851,2.975,3.283,20,,0.001410
1584,Purinergic Signalling,1573-9538,612,2.975,Not Available,27,,0.004060
1586,JOURNAL OF MACHINE LEARNING RESEARCH,1532-4435,"4,766",2.974,4.967,114,,0.021750
1586,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,0887-3593,"4,452",2.974,3.920,102,,0.007620
1588,Agronomy for Sustainable Development,1774-0746,602,2.972,2.347,59,,0.002510
1589,COMPUTATIONAL LINGUISTICS,0891-2017,"1,320",2.971,3.700,26,,0.002320
1589,COMPUTATIONAL LINGUISTICS,0891-2017,"1,320",2.971,3.700,26,,0.002320
1589,JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,1570-0232,"20,222",2.971,3.000,493,,0.040310
1592,JOURNAL OF BIOTECHNOLOGY,0168-1656,"10,042",2.970,3.225,255,,0.023710
1593,ECOLOGICAL INDICATORS,1470-160X,"1,485",2.967,3.058,137,,0.005510
1593,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,0021-9355,"23,564",2.967,3.762,386,,0.020690
1595,Aging-US,1945-4589,405,2.964,2.964,134,,0.001660
1595,Evidence-based Complementary and Alternative Medicine,1741-427X,"1,189",2.964,3.091,60,,0.004290
1597,Hepatology International,1936-0533,383,2.963,2.774,51,,0.002120
1598,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,0162-3257,"7,295",2.962,4.144,145,,0.014950
1598,MARINE BIOTECHNOLOGY,1436-2228,"2,010",2.962,3.108,71,,0.005430
1600,BMC MICROBIOLOGY,1471-2180,"3,159",2.960,3.331,330,,0.018110
1601,IMMUNOLOGY AND ALLERGY CLINICS OF NORTH AMERICA,0889-8561,941,2.959,2.927,46,,0.003850
1602,JOURNAL OF NEUROSCIENCE RESEARCH,0360-4012,"14,555",2.958,3.151,342,,0.034520
1602,MECHANISMS OF DEVELOPMENT,0925-4773,"6,773",2.958,3.160,39,,0.011370
1604,BEHAVIOUR RESEARCH AND THERAPY,0005-7967,"10,132",2.957,4.045,160,,0.019340
1604,MICROBIOLOGY-SGM,1350-0872,"13,123",2.957,3.308,356,,0.045810
1606,GEORGETOWN LAW JOURNAL,0016-8092,"1,310",2.955,2.365,41,,0.004950
1606,Journal of Attention Disorders,1087-0547,984,2.955,Not Available,65,,0.003420
1606,Journal of Attention Disorders,1087-0547,984,2.955,Not Available,65,,0.003420
1609,EXPERIMENTAL BIOLOGY AND MEDICINE,1535-3702,"4,300",2.954,3.012,172,,0.013300
1610,JOURNAL OF PEDIATRIC PSYCHOLOGY,0146-8693,"3,947",2.943,3.471,108,,0.009990
1611,CLINICAL GENETICS,0009-9163,"5,047",2.942,3.273,144,,0.014700
1611,IMMUNOGENETICS,0093-7711,"3,658",2.942,2.654,69,,0.007310
1611,JOURNAL OF CATARACT AND REFRACTIVE SURGERY,0886-3350,"10,488",2.942,2.949,314,,0.025660
1611,JOURNAL OF ENDOVASCULAR THERAPY,1526-6028,"2,637",2.942,2.933,88,,0.006910
1615,EUROPEAN JOURNAL OF RADIOLOGY,0720-048X,"5,402",2.941,2.673,394,,0.020860
1616,ANNALS OF STATISTICS,0090-5364,"11,219",2.940,3.274,101,,0.034590
1617,INTERNATIONAL JOURNAL OF LEGAL MEDICINE,0937-9827,"2,167",2.939,2.629,93,,0.004470
1618,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,1383-5718,"5,496",2.938,3.035,158,,0.010530
1619,REVIEWS OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,0179-5953,924,2.935,3.232,26,,0.001450
1620,BRITISH JOURNAL OF OPHTHALMOLOGY,0007-1161,"13,466",2.934,2.943,310,,0.032160
1620,Journal of Hematology & Oncology,1756-8722,260,2.934,2.934,46,,0.000910
1622,INTERNATIONAL JOURNAL OF HYPERTHERMIA,0265-6736,"2,082",2.929,3.419,75,,0.004260
1622,JOURNAL OF NEURO-ONCOLOGY,0167-594X,"6,009",2.929,2.724,265,,0.016700
1624,BEHAVIORAL ECOLOGY,1045-2249,"6,666",2.926,3.382,180,,0.021160
1624,CARIES RESEARCH,0008-6568,"3,329",2.926,2.746,69,,0.004440
1626,ACS Applied Materials & Interfaces,1944-8244,"1,482",2.925,2.925,516,,0.006840
1626,CYTOTHERAPY,1465-3249,"1,993",2.925,3.921,101,,0.007470
1626,SYNAPSE,0887-4476,"5,116",2.925,2.638,114,,0.009270
1629,JOURNAL OF MOLECULAR NEUROSCIENCE,0895-8696,"2,603",2.922,2.497,141,,0.007820
1630,JOURNAL OF CHEMICAL PHYSICS,0021-9606,"168,550",2.921,2.928,"2,136",,0.255340
1630,NEUROTOXICOLOGY,0161-813X,"3,970",2.921,3.053,93,,0.010330
1632,CURRENT ORGANIC CHEMISTRY,1385-2728,"3,074",2.920,3.778,142,,0.009890
1632,DENTAL MATERIALS,0109-5641,"6,390",2.920,3.538,163,,0.016790
1634,ANNALS OF PHYSICS,0003-4916,"10,637",2.919,3.275,127,,0.020010
1635,IEEE TRANSACTIONS ON IMAGE PROCESSING,1057-7149,"12,774",2.918,4.205,261,,0.035710
1636,MOLECULAR IMMUNOLOGY,0161-5890,"7,801",2.916,2.980,258,,0.032310
1637,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,1434-1948,"14,022",2.910,2.815,613,,0.039430
1637,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,1355-6177,"3,764",2.910,3.327,121,,0.010870
1639,AGRICULTURAL SYSTEMS,0308-521X,"2,579",2.907,2.856,65,,0.006970
1639,CANCER BIOLOGY & THERAPY,1538-4047,"4,637",2.907,3.002,253,,0.022190
1639,JOURNAL OF INFORMATION TECHNOLOGY,0268-3962,"1,083",2.907,3.447,28,,0.002110
1639,JOURNAL OF INFORMATION TECHNOLOGY,0268-3962,"1,083",2.907,3.447,28,,0.002110
1643,ANIMAL CONSERVATION,1367-9430,"1,615",2.906,3.037,69,,0.005570
1643,CURRENT OPINION IN PULMONARY MEDICINE,1070-5287,"1,694",2.906,2.704,90,,0.006160
1645,IEEE Computational Intelligence Magazine,1556-603X,385,2.905,4.129,19,,0.001610
1645,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,0031-9015,"16,704",2.905,2.128,497,,0.056440
1645,VIRUS RESEARCH,0168-1702,"6,053",2.905,2.846,219,,0.018900
1648,NEUROUROLOGY AND URODYNAMICS,0733-2467,"2,916",2.903,2.773,155,,0.007180
1648,THEORETICAL CHEMISTRY ACCOUNTS,1432-881X,"3,685",2.903,2.627,160,,0.011890
1648,Translational Research,1931-5244,781,2.903,2.763,71,,0.004270
1651,LEADERSHIP QUARTERLY,1048-9843,"2,905",2.902,4.919,69,,0.005130
1652,JOURNAL OF NEUROIMMUNOLOGY,0165-5728,"9,230",2.901,2.942,231,,0.022630
1653,JOURNAL OF STRATEGIC INFORMATION SYSTEMS,0963-8687,910,2.900,3.795,21,,0.001030
1653,JOURNAL OF STRATEGIC INFORMATION SYSTEMS,0963-8687,910,2.900,3.795,21,,0.001030
1653,Rice,1939-8425,105,2.900,2.900,24,,0.000550
1656,Dose-Response,1559-3258,289,2.895,Not Available,40,,0.001140
1656,JOURNAL OF MEDICAL VIROLOGY,0146-6615,"8,303",2.895,2.726,286,,0.021350
1658,CHIRALITY,0899-0042,"2,933",2.892,2.528,169,,0.007010
1658,JOURNAL OF URBAN ECONOMICS,0094-1190,"2,554",2.892,2.607,55,,0.009810
1660,BMC Psychiatry,1471-244X,"1,299",2.891,Not Available,111,,0.006140
1660,Nature Reviews Urology,1759-4812,191,2.891,2.891,60,,0.001000
1660,PHYSIOLOGY & BEHAVIOR,0031-9384,"15,347",2.891,3.160,281,,0.027150
1660,PHYSIOLOGY & BEHAVIOR,0031-9384,"15,347",2.891,3.160,281,,0.027150
1664,Vitamins and Hormones Series,0083-6729,"1,251",2.890,3.611,61,,0.004540
1665,GENES TO CELLS,1356-9597,"4,013",2.889,3.214,95,,0.016580
1665,WORLD POLITICS,0043-8871,"2,011",2.889,3.903,19,,0.006340
1667,INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,1438-4639,"1,429",2.886,2.590,49,,0.005290
1667,JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,0960-0760,"8,385",2.886,3.109,253,,0.015650
1667,MEDICAL CLINICS OF NORTH AMERICA,0025-7125,"2,265",2.886,2.464,62,,0.005460
1667,SURGICAL ONCOLOGY-OXFORD,0960-7404,936,2.886,2.347,48,,0.002670
1671,REVIEW OF ECONOMICS AND STATISTICS,0034-6535,"7,462",2.883,4.163,78,,0.028610
1672,CANCER JOURNAL,1528-9117,"1,770",2.880,2.687,82,,0.005100
1673,Forensic Science International-Genetics,1872-4973,535,2.877,2.971,62,,0.002470
1673,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,0278-5846,"5,889",2.877,2.968,217,,0.017500
1675,MICROBIAL ECOLOGY,0095-3628,"5,470",2.875,3.464,162,,0.014440
1675,MOLECULAR AND BIOCHEMICAL PARASITOLOGY,0166-6851,"7,649",2.875,2.963,118,,0.014830
1677,PEDIATRIC ALLERGY AND IMMUNOLOGY,0905-6157,"2,496",2.874,2.901,153,,0.007850
1677,PSYCHO-ONCOLOGY,1057-9249,"4,157",2.874,3.585,152,,0.011960
1677,PSYCHO-ONCOLOGY,1057-9249,"4,157",2.874,3.585,152,,0.011960
1680,EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,1078-5884,"5,773",2.872,2.900,227,,0.016470
1680,HUMAN IMMUNOLOGY,0198-8859,"4,036",2.872,2.765,196,,0.010600
1680,JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL,1381-1169,"16,251",2.872,3.160,329,,0.042420
1680,JOURNAL OF NATURAL PRODUCTS,0163-3864,"16,840",2.872,2.855,393,,0.024880
1684,ENVIRONMENTAL MODELLING & SOFTWARE,1364-8152,"3,248",2.871,2.900,184,,0.010940
1684,ORAL ONCOLOGY,1368-8375,"4,226",2.871,2.891,163,,0.010930
1686,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,0944-1344,"1,580",2.870,2.733,159,,0.004380
1686,NEURORADIOLOGY,0028-3940,"4,531",2.870,2.556,113,,0.009870
1688,DEVELOPMENTAL DYNAMICS,1058-8388,"9,935",2.864,3.018,306,,0.043090
1689,COMPOSITES SCIENCE AND TECHNOLOGY,0266-3538,"12,319",2.863,3.556,300,,0.038600
1690,Cardiology in Review,1061-5377,753,2.862,Not Available,39,,0.003130
1691,CHEMISTRY AND PHYSICS OF LIPIDS,0009-3084,"3,621",2.861,2.560,90,,0.005820
1691,PHYSICAL REVIEW A,1050-2947,"84,552",2.861,2.746,"2,849",,0.231410
1693,BMC BIOTECHNOLOGY,1472-6750,"1,496",2.859,3.167,91,,0.007090
1693,RESPIRATORY RESEARCH,1465-9921,"2,812",2.859,3.730,183,,0.013680
1695,INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,0214-6282,"3,886",2.856,2.961,141,,0.012430
1695,QUALITY & SAFETY IN HEALTH CARE,1475-3898,"3,018",2.856,3.618,243,,0.011080
1697,Developmental Neurobiology,1932-8451,"1,059",2.855,2.948,69,,0.007500
1698,Annals of the New York Academy of Sciences,0077-8923,"42,619",2.847,2.649,691,,0.100510
1699,RAPID COMMUNICATIONS IN MASS SPECTROMETRY,0951-4198,"12,398",2.846,2.786,430,,0.033090
1700,IEEE ENGINEERING IN MEDICINE AND BIOLOGY MAGAZINE,0739-5175,"1,602",2.844,2.057,33,,0.003570
1701,JOURNAL OF PSYCHOSOMATIC RESEARCH,0022-3999,"8,132",2.842,3.136,127,,0.013850
1701,JOURNAL OF PSYCHOSOMATIC RESEARCH,0022-3999,"8,132",2.842,3.136,127,,0.013850
1703,TROPICAL MEDICINE & INTERNATIONAL HEALTH,1360-2276,"5,503",2.841,2.967,198,,0.017910
1704,Journal of Cystic Fibrosis,1569-1993,"1,088",2.840,Not Available,70,,0.005130
1705,BRAIN AND COGNITION,0278-2626,"4,609",2.838,3.047,130,,0.010560
1705,BRAIN AND COGNITION,0278-2626,"4,609",2.838,3.047,130,,0.010560
1705,CLINICAL HEMORHEOLOGY AND MICROCIRCULATION,1386-0291,"1,493",2.838,1.866,106,,0.002670
1708,IEEE COMMUNICATIONS MAGAZINE,0163-6804,"6,154",2.837,3.047,173,,0.020690
1709,INFORMATION SCIENCES,0020-0255,"6,719",2.836,3.009,353,,0.016230
1710,CHEMICO-BIOLOGICAL INTERACTIONS,0009-2797,"6,260",2.832,3.310,349,,0.013950
1710,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,0035-9203,"8,015",2.832,2.615,147,,0.014950
1712,CATALYSIS COMMUNICATIONS,1566-7367,"6,369",2.827,2.906,267,,0.025480
1713,JOURNAL OF VISION,1534-7362,"4,404",2.826,3.238,299,,0.021380
1714,BMC INFECTIOUS DISEASES,1471-2334,"3,052",2.825,3.011,358,,0.015590
1714,Innovative Food Science & Emerging Technologies,1466-8564,"1,709",2.825,2.861,104,,0.004780
1714,JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS,0393-974X,453,2.825,1.837,44,,0.000600
1717,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,0895-2779,"2,249",2.823,3.580,42,,0.003300
1717,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,0895-2779,"2,249",2.823,3.580,42,,0.003300
1717,Social Neuroscience,1747-0919,492,2.823,3.639,41,,0.003930
1720,Climate of the Past,1814-9324,706,2.821,4.239,59,,0.005490
1720,PROGRESS IN AEROSPACE SCIENCES,0376-0421,937,2.821,4.154,19,,0.002860
1722,ANIMAL COGNITION,1435-9448,"1,418",2.820,3.116,80,,0.006680
1722,SCRIPTA MATERIALIA,1359-6462,"16,889",2.820,3.087,540,,0.067690
1724,DISEASES OF THE COLON & RECTUM,0012-3706,"12,665",2.819,3.037,198,,0.020700
1725,Current Opinion in Organ Transplantation,1087-2418,732,2.818,1.428,113,,0.003790
1726,CELLULOSE,0969-0239,"2,045",2.817,2.832,105,,0.004650
1726,EXPERIMENTAL EYE RESEARCH,0014-4835,"8,642",2.817,3.037,205,,0.019930
1726,JOURNAL OF ACCOUNTING & ECONOMICS,0165-4101,"3,704",2.817,5.268,35,,0.012620
1729,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,0021-8561,"62,903",2.816,3.209,"1,771",,0.107870
1730,Physica Status Solidi-Rapid Research Letters,1862-6254,922,2.815,2.851,125,,0.006200
1731,PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS,0887-3585,"15,672",2.813,3.181,301,,0.053640
1732,CLINICAL ORAL IMPLANTS RESEARCH,0905-7161,"5,773",2.812,3.541,160,,0.013170
1732,FOOD CONTROL,0956-7135,"3,701",2.812,2.827,262,,0.009940
1734,JOURNAL OF NUCLEAR CARDIOLOGY,1071-3581,"2,174",2.811,2.865,100,,0.006190
1735,ACTA OPHTHALMOLOGICA,1755-375X,"4,445",2.809,2.511,180,,0.009290
1736,International Journal of Electrochemical Science,1452-3981,"1,110",2.808,Not Available,157,,0.002500
1737,REGIONAL ANESTHESIA AND PAIN MEDICINE,1098-7339,"2,609",2.807,2.724,90,,0.004570
1738,Management and Organization Review,1740-8776,353,2.806,Not Available,16,,0.001700
1739,DIGESTIVE AND LIVER DISEASE,1590-8658,"2,731",2.805,2.512,133,,0.008870
1739,FREE RADICAL RESEARCH,1071-5762,"5,772",2.805,2.982,121,,0.010520
1739,JOURNAL OF SUBSTANCE ABUSE TREATMENT,0740-5472,"3,243",2.805,3.030,102,,0.008330
1742,CELL AND TISSUE RESEARCH,0302-766X,"9,386",2.804,2.794,187,,0.017990
1743,Clinical Implant Dentistry and Related Research,1523-0899,"1,162",2.803,3.409,39,,0.003660
1743,PEDIATRIC RESEARCH,0031-3998,"11,221",2.803,2.871,197,,0.025630
1743,PSYCHIATRY RESEARCH,0165-1781,"7,975",2.803,2.936,372,,0.016790
1743,PSYCHIATRY RESEARCH,0165-1781,"7,975",2.803,2.936,372,,0.016790
1747,ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,1081-1206,"5,344",2.801,2.495,128,,0.012160
1747,NICOTINE & TOBACCO RESEARCH,1462-2203,"3,814",2.801,3.103,186,,0.014850
1747,NICOTINE & TOBACCO RESEARCH,1462-2203,"3,814",2.801,3.103,186,,0.014850
1750,Algorithms for Molecular Biology,1748-7188,175,2.800,2.418,39,,0.001470
1750,GROWTH FACTORS,0897-7194,"1,256",2.800,3.103,46,,0.003990
1750,JOURNAL OF MARKETING RESEARCH,0022-2437,"9,586",2.800,4.011,90,,0.013340
1753,AMERICAN JOURNAL OF ROENTGENOLOGY,0361-803X,"25,848",2.797,2.979,575,,0.051080
1753,BMC Neurology,1471-2377,831,2.797,2.970,126,,0.004710
1755,HUMAN RESOURCE MANAGEMENT REVIEW,1053-4822,"1,651",2.796,Not Available,30,,0.003450
